sample_id,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
29316,1424688757080,115843807850390,-0.4457245,0.04600525,-0.38587952,g,lgwatch,lgwatch_2,bike
388330,1424695493407,206677015725268,-0.3855133,0.7400818,-0.18753052,c,lgwatch,lgwatch_1,bike
381238,1424698517406,209701015457656,-0.32707214,0.6059265,0.017532349,a,lgwatch,lgwatch_1,bike
237914,1424785822838,297005848803234,0.8582611,0.036071777,-0.15841675,b,lgwatch,lgwatch_1,stairsdown
100837,1424697131733,208315342072157,0.011520386,0.01953125,0.02180481,a,lgwatch,lgwatch_1,sit
179566,1424782563123,293746133713461,-0.2957306,0.008804321,-0.46983337,d,lgwatch,lgwatch_1,walk
150612,1424787932499,299115509806848,1.2545319,0.3821411,0.93533325,e,lgwatch,lgwatch_1,walk
345564,1424695281661,206465269766986,-0.16868591,0.18893433,-0.12130737,c,lgwatch,lgwatch_1,bike
189725,1424782613207,293796217610223,0.119766235,0.15940857,0.9155121,d,lgwatch,lgwatch_1,walk
238196,1424694751883,205935492055118,1.0393524,0.18252563,1.3900757,c,lgwatch,lgwatch_1,stairsdown
101092,1424785147925,296330935860868,-0.0033874512,-0.0028381348,-0.006362915,b,lgwatch,lgwatch_1,sit
233234,1424785799752,296982763198665,-0.48649597,-0.44778442,-1.430542,b,lgwatch,lgwatch_1,stairsdown
7303,1424696669997,207853606726490,0.0059509277,-0.0026550293,0.007156372,a,lgwatch,lgwatch_1,stand
204208,1424788196932,299379943782298,1.0804291,-0.20532227,0.6875305,e,lgwatch,lgwatch_1,walk
372330,1424780809224,291992234910283,-0.19525146,-0.3267517,-0.1531372,f,lgwatch,lgwatch_1,bike
206062,1424782693754,293876764629585,-0.87571716,0.0045318604,-1.7558441,d,lgwatch,lgwatch_1,stairsup
377112,1424780832882,292015893285656,0.016235352,-0.027679443,-0.043121338,f,lgwatch,lgwatch_1,bike
57224,1424693859663,205043272614563,-0.49552917,0.29681396,0.069885254,c,lgwatch,lgwatch_1,stand
309970,1424786178561,297361571835594,1.4115448,-0.46166992,-0.73306274,b,lgwatch,lgwatch_1,stairsup
236495,1424780136882,291319893365061,0.14654541,0.16992188,0.24099731,f,lgwatch,lgwatch_1,stairsup
13940,1424696702786,207886395689589,-0.018615723,-0.015472412,-0.008865356,a,lgwatch,lgwatch_1,stand
402006,1424780956168,292139179590188,0.49475098,0.043884277,0.83914185,f,lgwatch,lgwatch_1,bike
270672,1424697970084,209153692808935,0.6630707,0.11779785,1.5983429,a,lgwatch,lgwatch_1,stairsup
344024,1424783375020,294558031464180,1.3011017,0.22029114,-1.0476837,d,lgwatch,lgwatch_1,bike
17809,1424688014419,115098482639507,-1.6067657,-0.031967163,0.47929382,g,lgwatch,lgwatch_2,stairsdown
293519,1424780419281,291602294298321,0.16790771,0.30343628,0.24099731,f,lgwatch,lgwatch_1,stairsup
330093,1424698263878,209447487007623,0.6214142,0.15731812,0.014328003,a,lgwatch,lgwatch_1,bike
109441,1424782217387,293400397677052,0.072769165,-0.039260864,-0.053268433,d,lgwatch,lgwatch_1,sit
193901,1424694533495,205717103549988,0.09727478,0.7635803,0.039978027,c,lgwatch,lgwatch_1,walk
156639,1424787962220,299145231263596,0.5153961,0.16958618,-0.021697998,e,lgwatch,lgwatch_1,walk
257144,1424788458740,299641753818783,0.44169617,-0.12734985,-0.5279846,e,lgwatch,lgwatch_1,stairsup
18235,1424781767071,292950081842575,0.014083862,0.0027923584,-0.0012054443,d,lgwatch,lgwatch_1,stand
202643,1424697634045,208817653795925,0.61286926,0.20645142,0.34544373,a,lgwatch,lgwatch_1,walk
172332,1424785499402,296682413215350,1.1156769,0.08520508,-0.8420105,b,lgwatch,lgwatch_1,walk
67222,1424700452555,1272367911000,2.861034,1.0572749,1.107875,h,gear,gear_1,stairsdown
181774,1424697531020,208714629974029,0.09590149,0.32073975,-3.1633148,a,lgwatch,lgwatch_1,walk
99059,1424782166180,293349191165367,-0.0073394775,0.008804321,-0.014816284,d,lgwatch,lgwatch_1,sit
97986,1424785132599,296315609960446,-0.0012512207,0.0035705566,-0.0031585693,b,lgwatch,lgwatch_1,sit
190346,1424782616268,293799279347284,0.8546295,0.2598114,0.18598938,d,lgwatch,lgwatch_1,walk
31484,1424788627357,17107101175000,-0.18295917,-0.9720538,-1.6269251,e,gear,gear_1,stairsup
44629,1424784869256,296052267346650,-1.0177307,-0.21920776,-1.2866211,b,lgwatch,lgwatch_1,stand
397632,1424780934492,292117503066666,-0.72717285,0.19342041,-0.6231079,f,lgwatch,lgwatch_1,bike
368763,1424695396433,206580042193453,-0.29579163,0.45809937,-0.27511597,c,lgwatch,lgwatch_1,bike
220281,1424780056502,291239513259264,-0.5135498,-1.0808411,1.9521179,f,lgwatch,lgwatch_1,stairsup
47527,1424700256643,1076454755000,0.67244816,0.6199839,-0.3933489,h,gear,gear_1,stairsdown
23866,1424788275052,17024152076000,-1.7872474,0.3616573,-0.7139935,e,gear,gear_1,stairsup
424295,1424786743352,297926363395957,-0.2718048,-0.19891357,-0.118896484,b,lgwatch,lgwatch_1,bike
325573,1424786255624,297438634822118,-0.5997162,-0.09957886,1.2568359,b,lgwatch,lgwatch_1,stairsdown
306494,1424780483506,291666516887122,0.47659302,-0.21994019,-0.37316895,f,lgwatch,lgwatch_1,stairsdown
174682,1424788051226,299234239583519,0.940506,0.04034424,0.77511597,e,lgwatch,lgwatch_1,walk
5295,1424780171171,14825941750000,-2.0540962,0.43729106,-0.050600063,f,gear,gear_1,stairsup
222494,1424780067473,291250483956282,1.6696777,0.39743042,-1.3163147,f,lgwatch,lgwatch_1,stairsup
453171,1424789429455,300612465662098,-0.17033386,0.13433838,-0.29833984,e,lgwatch,lgwatch_1,bike
298129,1424780442103,291625114586636,-0.0008544922,-0.33529663,-0.8132324,f,lgwatch,lgwatch_1,stairsdown
40440,1424786816416,16660778056000,-0.10013486,0.32943302,-0.11664646,b,gear,gear_1,bike
10385,1424782480746,209567302987022,-0.4662323,0.15138245,0.20913696,d,lgwatch,lgwatch_2,walk
65798,1424779293177,290476188050963,0.17276001,0.061203003,-0.00077819824,f,lgwatch,lgwatch_1,sit
84689,1424785066987,296249997584538,-0.003036499,0.0059661865,-0.005050659,b,lgwatch,lgwatch_1,sit
394834,1424786597724,297780735184040,0.19496155,0.15997314,-0.06869507,b,lgwatch,lgwatch_1,bike
252024,1424780213828,291396839369087,-0.13009644,-0.55960083,-1.0300598,f,lgwatch,lgwatch_1,stairsdown
241692,1424697826888,209010497902682,-1.3716888,-0.8872986,0.8709564,a,lgwatch,lgwatch_1,stairsdown
451345,1424789420383,300603394067860,0.061447144,-0.06112671,0.01675415,e,lgwatch,lgwatch_1,bike
398976,1424789160501,300343514711371,0.74931335,-0.06539917,-0.7928772,e,lgwatch,lgwatch_1,bike
50759,1424696884607,208068215544502,-0.02609253,-0.04537964,-0.04197693,a,lgwatch,lgwatch_1,stand
427358,1424789301262,300484272958991,0.09883118,-0.12200928,-0.32504272,e,lgwatch,lgwatch_1,bike
381128,1424695457712,206641307011684,0.018234253,0.35342407,-0.22491455,c,lgwatch,lgwatch_1,bike
231875,1424788333733,299516746790643,-1.0643463,-0.46914673,-0.17871094,e,lgwatch,lgwatch_1,stairsup
25233,1424698275434,125356332268605,0.618103,-0.0440979,-0.23426819,a,lgwatch,lgwatch_2,bike
261873,1424697926602,209110210610294,2.1530914,0.8644104,0.5547943,a,lgwatch,lgwatch_1,stairsdown
323724,1424698232364,209415972909759,0.3981781,0.46707153,-0.23881531,a,lgwatch,lgwatch_1,bike
368478,1424698454096,209637705348932,0.13008118,0.108184814,-0.08821106,a,lgwatch,lgwatch_1,bike
13045,1424696698365,207881974473577,-0.0015258789,0.0101623535,-0.009933472,a,lgwatch,lgwatch_1,stand
89914,1424782121066,293304077407924,-0.014816284,0.0013275146,0.00440979,d,lgwatch,lgwatch_1,sit
213113,1424697685743,208869351448728,1.8262482,0.24597168,1.4381256,a,lgwatch,lgwatch_1,stairsdown
20235,1424780236072,207321787883814,1.9021301,-1.4182434,0.9640198,f,lgwatch,lgwatch_2,stairsdown
43354,1424696848052,208031660697798,-0.010070801,0.0058898926,-0.006729126,a,lgwatch,lgwatch_1,stand
99906,1424697127139,208310748906041,-0.00022888184,-0.003967285,0.0015106201,a,lgwatch,lgwatch_1,sit
8719,1424785072355,16300706614000,0.03888215,-0.035153728,-0.07989483,b,gear,gear_1,sit
408414,1424780987933,292170943857882,0.09207153,0.25109863,-0.104003906,f,lgwatch,lgwatch_1,bike
236495,1424788356591,299539602278347,0.19923401,0.3735962,-2.6652832,e,lgwatch,lgwatch_1,stairsup
212686,1424785698422,296881433459897,-0.49931335,0.57333374,0.11715698,b,lgwatch,lgwatch_1,walk
162582,1424787991533,299174543671258,-0.9019928,0.02859497,-0.3378601,e,lgwatch,lgwatch_1,walk
405142,1424780971712,292154723453909,0.10916138,0.1923523,-0.079437256,f,lgwatch,lgwatch_1,bike
332575,1424698276163,209459772619828,-0.2394867,-0.09689331,-0.1191864,a,lgwatch,lgwatch_1,bike
47193,1424781910183,293093194466174,0.007675171,0.008132935,-0.00440979,d,lgwatch,lgwatch_1,stand
5452,1424696725938,123806788976237,0.015472412,-0.007019043,-0.0073242188,a,lgwatch,lgwatch_2,stand
44696,1424700228481,1048293759000,0.87511474,-0.7912252,-2.0793962,h,gear,gear_1,stairsup
99397,1424697124628,208308237492467,-0.008773804,-0.010375977,-0.008102417,a,lgwatch,lgwatch_1,sit
52371,1424779226910,290409920776102,0.008270264,0.0045928955,0.014175415,f,lgwatch,lgwatch_1,stand
439712,1424789362604,300545610751949,0.61686707,0.14608765,-0.7640381,e,lgwatch,lgwatch_1,bike
99033,1424694065842,205249451269327,-0.19432068,0.35876465,0.15853882,c,lgwatch,lgwatch_1,sit
40587,1424688996344,116076122600852,-0.14665222,0.1613617,-0.31217957,g,lgwatch,lgwatch_2,bike
98411,1424694062776,205246384863077,-0.051193237,-0.10266113,-0.028381348,c,lgwatch,lgwatch_1,sit
26936,1424695046043,27513588019000,0.9997507,0.2330266,0.2034655,c,gear,gear_1,stairsup
406945,1424786657580,297840591538911,-0.3903656,0.22299194,-0.011016846,b,lgwatch,lgwatch_1,bike
260939,1424785936450,297119461178610,-0.6360321,-0.0077209473,0.51556396,b,lgwatch,lgwatch_1,stairsdown
66914,1424784979262,296162273193329,0.007659912,-0.0077209473,-0.0038146973,b,lgwatch,lgwatch_1,sit
14678,1424699929882,749694117000,0.90707266,0.22929817,0.52464277,h,gear,gear_1,walk
31365,1424779123219,290306230610226,0.009338379,0.0045928955,0.0034942627,f,lgwatch,lgwatch_1,stand
204559,1424785658342,296841353292715,0.04649353,-0.34417725,-0.5215759,b,lgwatch,lgwatch_1,walk
111330,1424785198444,296381455126009,-0.017593384,-0.10598755,-0.05480957,b,lgwatch,lgwatch_1,sit
327341,1424698250259,209433868212776,0.014724731,-0.10223389,0.10618591,a,lgwatch,lgwatch_1,bike
6610,1424784681523,295864534640884,-0.5050354,-0.69451904,1.6763306,b,lgwatch,lgwatch_1,stand
98571,1424694063565,205247173711954,-0.12168884,-0.019348145,-0.048675537,c,lgwatch,lgwatch_1,sit
255377,1424780230433,291413444924161,-1.1010132,-0.13876343,0.97372437,f,lgwatch,lgwatch_1,stairsdown
215576,1424697697904,208881513861911,-0.9145355,-0.00289917,-0.010238647,a,lgwatch,lgwatch_1,stairsdown
308922,1424788714881,299897892091429,0.894577,-0.6838379,-1.2008972,e,lgwatch,lgwatch_1,stairsup
122791,1424779574406,290757416934839,-0.0005645752,0.29161072,-0.36735535,f,lgwatch,lgwatch_1,sit
15382,1424784724843,295907854433707,0.05038452,0.029663086,-0.002746582,b,lgwatch,lgwatch_1,stand
7324,1424781713101,292896112695527,0.011947632,-0.017501831,-0.022567749,d,lgwatch,lgwatch_1,stand
346835,1424695287942,206471551139057,0.13786316,0.070373535,0.055999756,c,lgwatch,lgwatch_1,bike
235801,1424785812414,296995425105549,1.0622711,-0.17755127,-1.6954346,b,lgwatch,lgwatch_1,stairsdown
65113,1424781998668,293181680651171,0.007675171,-0.0014801025,-0.0033416748,d,lgwatch,lgwatch_1,sit
428647,1424789307660,300490670786139,0.6959076,0.49642944,-0.26202393,e,lgwatch,lgwatch_1,bike
277457,1424780339763,291522771351600,-0.2112732,-0.06719971,1.0890808,f,lgwatch,lgwatch_1,stairsdown
381915,1424695461615,206645207757560,-0.19004822,-0.095184326,0.27389526,c,lgwatch,lgwatch_1,bike
323014,1424788784567,299967577663612,0.20350647,-0.684906,-1.8898315,e,lgwatch,lgwatch_1,stairsdown
282279,1424698027444,209211053475519,1.0433197,0.36773682,-2.0951996,a,lgwatch,lgwatch_1,stairsdown
286569,1424780384875,291567886178781,-0.21981812,0.23614502,0.48773193,f,lgwatch,lgwatch_1,stairsup
57868,1424787474983,298657994584343,-0.009048462,-0.013061523,0.013549805,e,lgwatch,lgwatch_1,stand
18054,1424697675700,124757823697211,3.6419373,-0.59417725,-2.2935944,a,lgwatch,lgwatch_2,stairsdown
89893,1424697077737,208261346284729,0.0048828125,0.0048217773,-0.009933472,a,lgwatch,lgwatch_1,sit
236140,1424782842050,294025061150176,-5.627762,0.7981415,-2.0250092,d,lgwatch,lgwatch_1,stairsdown
26002,1424688376153,25854425341000,0.91160005,-0.20532973,-0.3435478,g,gear,gear_1,stairsdown
6435,1424779000091,290183102307818,2.0611877,1.5747223,-0.3436432,f,lgwatch,lgwatch_1,stand
332932,1424783320007,294503017874587,0.095199585,0.19145203,-0.13337708,d,lgwatch,lgwatch_1,bike
109654,1424697175234,208358842694065,0.033950806,0.012054443,0.02607727,a,lgwatch,lgwatch_1,sit
10500,1424777687554,204771042234366,-0.12197876,0.4151001,0.5099335,i,lgwatch,lgwatch_2,stairsup
289222,1424783103953,294286963930999,0.7766571,-0.69081116,-0.4986725,d,lgwatch,lgwatch_1,stairsdown
221126,1424782768027,293951038118205,0.45942688,0.2950592,1.8276825,d,lgwatch,lgwatch_1,stairsup
139684,1424694266241,205449850339128,8.143387,-0.14538574,-0.86898804,c,lgwatch,lgwatch_1,walk
228142,1424694702306,205885915155490,-0.2872467,0.23059082,-0.59661865,c,lgwatch,lgwatch_1,stairsup
91354,1424782128171,293311182266323,0.009750366,-0.010421753,0.0022735596,d,lgwatch,lgwatch_1,sit
17785,1424688014417,115098362949566,3.765854,1.2529755,-0.03981018,g,lgwatch,lgwatch_2,stairsdown
329093,1424698258929,209442537971979,0.37574768,0.06011963,-0.013442993,a,lgwatch,lgwatch_1,bike
121518,1424787789011,298972022086468,-0.007980347,-0.02267456,0.009277344,e,lgwatch,lgwatch_1,sit
228949,1424785778621,296961632773327,0.47053528,-0.15298462,-1.0898132,b,lgwatch,lgwatch_1,stairsup
178330,1424697514022,208697631082119,0.24009705,-0.4045105,0.28562927,a,lgwatch,lgwatch_1,walk
355891,1424695332721,206516330065727,0.0011444092,0.11630249,-0.066833496,c,lgwatch,lgwatch_1,bike
195235,1424782640372,293823382852303,-0.46662903,0.25126648,0.18278503,d,lgwatch,lgwatch_1,walk
148582,1424787922487,299105498264712,-0.004776001,-0.31854248,0.469635,e,lgwatch,lgwatch_1,walk
18898,1424688074900,115154020145611,0.29768372,-0.19859314,0.21546936,g,lgwatch,lgwatch_2,stairsdown
12441,1424693638756,204822365072212,-0.06187439,0.08105469,0.015411377,c,lgwatch,lgwatch_1,stand
372392,1424695414407,206598016360847,0.47859192,-0.053527832,0.3881836,c,lgwatch,lgwatch_1,bike
33506,1424688840609,115923644356650,-0.1872406,-0.15586853,0.3030548,g,lgwatch,lgwatch_2,bike
18369,1424699966598,786409789000,-1.6660736,-0.06471482,-0.78936094,h,gear,gear_1,walk
193379,1424697588306,208771915151032,0.3063202,-0.0061035156,-0.74082947,a,lgwatch,lgwatch_1,walk
177925,1424782555032,293738043650437,-0.15473938,0.14979553,0.66664124,d,lgwatch,lgwatch_1,walk
287589,1424788609359,299792370551223,1.5375824,-0.55459595,-0.014221191,e,lgwatch,lgwatch_1,stairsup
199348,1424788172937,299355949936049,0.7397003,-0.19677734,-0.039855957,e,lgwatch,lgwatch_1,walk
179569,1424785535099,296718110187224,0.8368988,-0.26513672,-1.1218567,b,lgwatch,lgwatch_1,walk
87662,1424787621984,298804994895257,0.012313843,-0.00024414063,-0.0046081543,e,lgwatch,lgwatch_1,sit
114041,1424694139834,205323443085235,-0.0907135,0.45596313,0.06347656,c,lgwatch,lgwatch_1,sit
459420,1424789460503,300643514362530,1.0879059,0.031799316,-0.46923828,e,lgwatch,lgwatch_1,bike
6043,1424781706763,292889774833740,-0.01689148,0.023086548,-0.015090942,d,lgwatch,lgwatch_1,stand
90218,1424782122566,293305577407924,-0.013748169,-0.001876831,0.00440979,d,lgwatch,lgwatch_1,sit
151464,1424694324307,205507916103948,0.31730652,-0.0513916,-0.6190491,c,lgwatch,lgwatch_1,walk
27233,1424784783365,295966376078831,0.14224243,-0.193573,0.017547607,b,lgwatch,lgwatch_1,stand
16111,1424787961662,16940252265000,-0.27164245,-0.4530037,-0.9584717,e,gear,gear_1,walk
11102,1424781731791,292914802055506,0.029037476,-0.012161255,-0.02684021,d,lgwatch,lgwatch_1,stand
355721,1424698390837,209574446599883,0.09269714,-0.2581787,0.116867065,a,lgwatch,lgwatch_1,bike
100509,1424787685372,298868383374898,-0.0069122314,-0.013061523,0.0082092285,e,lgwatch,lgwatch_1,sit
184133,1424779877440,291060450659189,0.1038208,-0.046905518,0.33392334,f,lgwatch,lgwatch_1,walk
172687,1424785501154,296684164450007,-0.8261566,-0.2074585,0.34466553,b,lgwatch,lgwatch_1,walk
180200,1424788078452,299261463894589,0.10096741,0.31698608,-0.31329346,e,lgwatch,lgwatch_1,walk
218161,1424697710670,208894278616304,2.2524261,0.49591064,2.897171,a,lgwatch,lgwatch_1,stairsdown
441412,1424781151618,292334628974089,0.4680481,0.033203125,0.32110596,f,lgwatch,lgwatch_1,bike
90813,1424785097211,296280216779246,-0.0051727295,-0.004714966,-0.00077819824,b,lgwatch,lgwatch_1,sit
415754,1424781024330,292207340450920,-0.33517456,-0.08215332,-0.7117615,f,lgwatch,lgwatch_1,bike
27967,1424783111412,15839215253000,3.9582565,0.8460863,1.5646071,d,gear,gear_1,stairsdown
189590,1424694512245,205695853735875,-0.8138275,-0.14004517,1.8023682,c,lgwatch,lgwatch_1,walk
222704,1424697733103,208916712532921,0.99739075,0.45211792,-2.3355255,a,lgwatch,lgwatch_1,stairsup
106401,1424694102169,205285778469970,-0.0031280518,0.04046631,-0.029449463,c,lgwatch,lgwatch_1,sit
242101,1424780164664,291347675440251,0.30249023,-0.348114,-1.8963013,f,lgwatch,lgwatch_1,stairsup
126131,1424779590879,290773890263943,-0.0059051514,0.0042877197,0.0022125244,f,lgwatch,lgwatch_1,sit
393569,1424786591473,297774484085407,0.996048,-0.09744263,-0.080444336,b,lgwatch,lgwatch_1,bike
294686,1424698088779,209272387919245,-0.28007507,0.610199,-2.5096283,a,lgwatch,lgwatch_1,stairsup
1897,1424784658246,295841256805192,-0.19314575,0.1503601,-0.050811768,b,lgwatch,lgwatch_1,stand
138773,1424694261751,205445359738542,6.3970184,-0.35794067,1.217041,c,lgwatch,lgwatch_1,walk
174575,1424788050700,299233711598900,-0.45552063,0.19735718,-0.3506775,e,lgwatch,lgwatch_1,walk
99679,1424779460374,290643385267876,0.002609253,-0.018127441,-0.013839722,f,lgwatch,lgwatch_1,sit
258420,1424785924017,297107028236159,-1.0109406,-0.65286255,-0.7010193,b,lgwatch,lgwatch_1,stairsdown
210273,1424785686522,296869533505542,0.2836151,-0.0675354,0.48138428,b,lgwatch,lgwatch_1,walk
9788,1424777681920,204767504667116,-0.21276855,0.050872803,0.42662048,i,lgwatch,lgwatch_2,stairsdown
104293,1424785163721,296346731705529,-0.0055236816,0.0014343262,-0.0010223389,b,lgwatch,lgwatch_1,sit
36898,1424696816179,207999787913626,-0.03250122,0.0058898926,-0.00032043457,a,lgwatch,lgwatch_1,stand
87533,1424787621347,298804358329095,-0.009048462,-0.005584717,0.0018005371,e,lgwatch,lgwatch_1,sit
35867,1424787366417,298549428323910,0.1073761,-0.00024414063,0.09259033,e,lgwatch,lgwatch_1,stand
60648,1424781976627,293159637619704,-0.005142212,0.014541626,-0.0033416748,d,lgwatch,lgwatch_1,sit
34077,1424787357583,298540594094028,0.011245728,-0.032287598,0.024230957,e,lgwatch,lgwatch_1,stand
348649,1424698355783,209539392386290,-0.22666931,0.114593506,0.10191345,a,lgwatch,lgwatch_1,bike
239563,1424780152088,291335098734741,-0.021148682,0.5704651,-0.96383667,f,lgwatch,lgwatch_1,stairsup
256817,1424780237566,291420577126310,-0.9076843,-0.022338867,0.4845276,f,lgwatch,lgwatch_1,stairsdown
71772,1424782031540,293214550724992,0.00019836426,-0.003616333,-0.0001373291,d,lgwatch,lgwatch_1,sit
303851,1424788689801,299872812720562,0.76213074,2.086853,0.24960327,e,lgwatch,lgwatch_1,stairsdown
23176,1424700014414,834226769000,-0.34248254,-0.41278997,-1.3283848,h,gear,gear_1,walk
328182,1424783296487,294479498655991,-0.38331604,0.29612732,0.16249084,d,lgwatch,lgwatch_1,bike
160955,1424787983508,299166519087163,-0.4384308,0.3874817,-0.66363525,e,lgwatch,lgwatch_1,walk
299972,1424698114912,209298521842584,2.2460175,0.30899048,-1.5974579,a,lgwatch,lgwatch_1,stairsdown
2021,1424779396448,206356952125477,0.27677917,-0.18840027,-0.05718994,f,lgwatch,lgwatch_2,sit
413049,1424789230263,300413276445362,-0.36045837,-0.11773682,-0.3100891,e,lgwatch,lgwatch_1,bike
414927,1424789239581,300422592149707,0.14582825,-0.369812,0.38204956,e,lgwatch,lgwatch_1,bike
57167,1424696916237,208099845603722,0.12557983,-0.101989746,-0.06227112,a,lgwatch,lgwatch_1,stand
74901,1424697003763,208187372354510,0.017700195,0.01550293,0.015701294,a,lgwatch,lgwatch_1,sit
56636,1424700347253,1167065222000,1.8655443,-0.122771725,1.4863102,h,gear,gear_1,stairsdown
154938,1424697398595,208582204434411,-1.2627411,-0.8659363,0.02180481,a,lgwatch,lgwatch_1,walk
297006,1424780436545,291619555855901,-0.06707764,0.37072754,0.247406,f,lgwatch,lgwatch_1,stairsup
169872,1424785487269,296670280300217,-0.4330902,0.099090576,0.08190918,b,lgwatch,lgwatch_1,walk
7812,1424688264165,389148895000,-1.2183962,-0.50600064,-0.14407702,g,gear,gear_2,stairsup
275317,1424780329163,291512174368550,-0.95788574,-0.030883789,0.506958,f,lgwatch,lgwatch_1,stairsdown
38106,1424781865293,293048304709268,0.0023345947,0.008132935,-0.011886597,d,lgwatch,lgwatch_1,stand
354797,1424695327308,206510917777206,-0.3353119,0.1665039,-0.111694336,c,lgwatch,lgwatch_1,bike
379943,1424786524160,297707170794110,-2.6942902,-0.4381714,-0.9413452,b,lgwatch,lgwatch_1,bike
436677,1424781128117,292311127779912,-0.08843994,-0.32461548,0.009216309,f,lgwatch,lgwatch_1,bike
4310,1424699826748,646559929000,1.1720573,-0.88843054,0.505468,h,gear,gear_1,walk
119752,1424697225043,208408652338147,-0.005569458,-0.00076293945,-0.0070343018,a,lgwatch,lgwatch_1,sit
112494,1424779523609,290706619808114,-0.14689636,0.027786255,-0.009536743,f,lgwatch,lgwatch_1,sit
41001,1424688997328,116078196148215,0.49421692,0.02571106,0.003982544,g,lgwatch,lgwatch_2,bike
388,1424781711760,15480480558000,-0.028229509,-0.0055926386,-0.05832323,d,gear,gear_1,stand
43807,1424787405599,298588610645216,0.029403687,0.027526855,0.027435303,e,lgwatch,lgwatch_1,stand
70000,1424779313915,290496926258903,-0.020568848,0.012069702,0.009902954,f,lgwatch,lgwatch_1,sit
38061,1424786687575,16633675926000,0.17923075,-0.5185175,-0.267914,b,gear,gear_1,bike
336147,1424698293850,209477459160880,-0.19569397,-0.08834839,0.19377136,a,lgwatch,lgwatch_1,bike
50884,1424779219571,290402581908914,-0.19787598,-0.19407654,-0.03816223,f,lgwatch,lgwatch_1,stand
92579,1424697090989,208274598687162,-0.0047302246,0.0005493164,-0.012069702,a,lgwatch,lgwatch_1,sit
312142,1424780511458,291694469530587,0.12838745,0.11224365,-0.901886,f,lgwatch,lgwatch_1,stairsup
43025,1424779180779,290363790420332,-0.0066833496,0.016342163,0.019515991,f,lgwatch,lgwatch_1,stand
110390,1424782222067,293405078693386,-0.004135132,0.032302856,-0.061813354,d,lgwatch,lgwatch_1,sit
10254,1424781727596,292910607392345,-0.0019378662,-0.012161255,0.016952515,d,lgwatch,lgwatch_1,stand
36823,1424781858953,293041964692426,-0.000869751,0.023086548,0.008407593,d,lgwatch,lgwatch_1,stand
138311,1424694259473,205443082303239,0.5896759,-0.28424072,1.2480164,c,lgwatch,lgwatch_1,walk
104970,1424787707381,298890392086492,-0.026138306,-0.015197754,0.010345459,e,lgwatch,lgwatch_1,sit
59605,1424700376787,1196598880000,5.318599,3.4258904,0.37577203,h,gear,gear_1,stairsdown
384664,1424780870260,292053270705052,-0.4281006,0.026794434,-0.54086304,f,lgwatch,lgwatch_1,bike
35868,1424784826003,296009014423530,-0.31704712,-0.051513672,-0.028381348,b,lgwatch,lgwatch_1,stand
248161,1424780194690,291377702075928,-0.048919678,-0.33102417,0.78466797,f,lgwatch,lgwatch_1,stairsup
195739,1424785614847,296797857637322,1.4232941,-0.17755127,-1.3226624,b,lgwatch,lgwatch_1,walk
225913,1424694691315,205874924121552,0.28312683,-0.13684082,-0.2078247,c,lgwatch,lgwatch_1,stairsup
17922,1424696722457,207906065795601,0.023040771,0.020843506,0.015701294,a,lgwatch,lgwatch_1,stand
49310,1424696877454,208061062977386,0.026245117,0.0101623535,0.038131714,a,lgwatch,lgwatch_1,stand
298388,1424788662778,299845789909502,0.4149933,1.8689575,1.0912781,e,lgwatch,lgwatch_1,stairsdown
46289,1424781905718,293088729401616,0.017288208,-0.0025482178,0.008407593,d,lgwatch,lgwatch_1,stand
120174,1424694170071,205353679814767,-0.11100769,-0.11013794,0.039978027,c,lgwatch,lgwatch_1,sit
60774,1424700388417,1208227782000,0.9827065,-0.21784659,0.09667275,h,gear,gear_1,stairsdown
46282,1424696862506,208046115220499,0.007019043,0.01977539,-0.013137817,a,lgwatch,lgwatch_1,stand
35722,1424688856272,115938055641943,0.37886047,0.09727478,-0.03981018,g,lgwatch,lgwatch_2,bike
113229,1424697192867,208376475928706,0.0019073486,-0.016784668,-0.0059661865,a,lgwatch,lgwatch_1,sit
231044,1424780109860,291292871348299,-2.730957,-1.7003479,1.776947,f,lgwatch,lgwatch_1,stairsdown
20942,1424699992192,812004358000,0.47377637,1.2996227,1.1142666,h,gear,gear_1,walk
76575,1424782055246,293238256653207,-0.011550903,0.034835815,0.009475708,d,lgwatch,lgwatch_1,sit
72738,1424785008007,296191018077204,0.0033874512,0.016845703,0.019683838,b,lgwatch,lgwatch_1,sit
42664,1424787399959,298582969837110,-0.02720642,-0.0087890625,0.0039367676,e,lgwatch,lgwatch_1,stand
161810,1424779767249,290949988991127,0.040802002,-0.54785156,0.027374268,f,lgwatch,lgwatch_1,walk
211956,1424697680028,208863638039304,0.40885925,0.32287598,1.3601532,a,lgwatch,lgwatch_1,stairsdown
191439,1424785593639,296776650589934,0.27720642,0.08520508,0.45254517,b,lgwatch,lgwatch_1,walk
179288,1424697518751,208702359716026,0.9236908,0.57281494,-0.40971375,a,lgwatch,lgwatch_1,walk
50713,1424779218727,290401737899069,-0.034454346,0.053726196,0.03767395,f,lgwatch,lgwatch_1,stand
384675,1424786547532,297730543594995,0.04649353,-0.30892944,-0.22143555,b,lgwatch,lgwatch_1,bike
360382,1424698413947,209597555695747,0.025405884,0.10498047,-0.071121216,a,lgwatch,lgwatch_1,bike
